epoch,train_acc,train_loss,test_acc,test_loss
6450,46.875,0.574949,54.7112,0.623749
6460,71.875,0.484706,54.7112,0.617979
6470,56.25,0.480314,54.1033,0.644066
6480,62.5,0.542654,55.0152,0.618987
6490,50,0.546742,53.1915,0.628209
6500,53.125,0.573299,52.2796,0.639037
6510,53.125,0.586167,56.231,0.641596
6520,56.25,0.486598,52.5836,0.620738
6530,56.25,0.547739,54.4073,0.62308
6540,46.875,0.673921,55.3191,0.625541
6550,53.125,0.575402,56.8389,0.624608
6560,59.375,0.536452,54.1033,0.621811
6570,59.375,0.42595,54.1033,0.625896
6580,75,0.43993,54.4073,0.622163
6590,65.625,0.540314,55.0152,0.621172
6600,59.375,0.500932,56.231,0.622514
6610,46.875,0.568795,55.9271,0.625714
6620,62.5,0.492456,55.6231,0.632289
6630,65.625,0.501252,55.6231,0.621966
6640,56.25,0.592359,55.3191,0.634436
6650,53.125,0.565223,55.0152,0.631934
6660,71.875,0.42995,54.7112,0.625072
6670,50,0.539169,54.7112,0.623239
6680,53.125,0.520706,53.7994,0.631549
6690,62.5,0.475629,54.4073,0.62129
6700,65.625,0.504322,55.9271,0.622863
6710,81.25,0.381866,54.4073,0.648056
6720,65.625,0.488485,56.231,0.626189
6730,59.375,0.478985,54.4073,0.627812
6740,65.625,0.492089,54.1033,0.630239
6750,68.75,0.492803,55.0152,0.619486
6760,53.125,0.587489,54.1033,0.628213
6770,53.125,0.546126,53.7994,0.629971
6780,62.5,0.563868,55.9271,0.630935
6790,56.25,0.554164,52.8875,0.627952
6800,65.625,0.496617,54.1033,0.624511
6810,59.375,0.51709,54.7112,0.622811
6820,78.125,0.386267,55.0152,0.625297
6830,71.875,0.424404,53.4954,0.623081
6840,59.375,0.507859,55.9271,0.623683
6850,56.25,0.510003,53.7994,0.619955
6860,62.5,0.494943,53.1915,0.619462
6870,53.125,0.538657,52.5836,0.618081
6880,56.25,0.529714,55.9271,0.625732
6890,62.5,0.571903,55.9271,0.62921
6900,62.5,0.442084,55.0152,0.623012
6910,75,0.395993,56.8389,0.633322
6920,65.625,0.491749,56.8389,0.617503
6930,56.25,0.522643,55.3191,0.635003
6940,65.625,0.499413,57.1429,0.621083
6950,56.25,0.572949,55.6231,0.648306
6960,53.125,0.599909,53.1915,0.616048
6970,71.875,0.415048,56.535,0.618739
6980,75,0.409756,56.231,0.616545
6990,68.75,0.51488,55.3191,0.626654
7000,53.125,0.517486,57.7508,0.618572
7010,68.75,0.451816,55.0152,0.621334
7020,53.125,0.463693,53.1915,0.617655
7030,65.625,0.452456,54.1033,0.623089
7040,53.125,0.551482,53.7994,0.642694
7050,62.5,0.456678,55.6231,0.617287
7060,65.625,0.503666,55.0152,0.620704
7070,53.125,0.620005,56.231,0.624244
7080,65.625,0.486195,53.1915,0.639612
7090,53.125,0.498076,55.0152,0.612581
7100,56.25,0.52163,54.4073,0.635914
7110,56.25,0.52676,53.4954,0.615659
7120,65.625,0.507562,54.1033,0.642936
7130,53.125,0.570584,56.8389,0.62432
7140,56.25,0.566315,53.1915,0.622627
7150,50,0.569046,54.4073,0.613939
7160,53.125,0.547189,55.6231,0.622363
7170,46.875,0.672554,53.4954,0.614935
7180,75,0.476196,53.1915,0.61745
7190,56.25,0.540859,54.1033,0.619838
7200,62.5,0.544695,54.1033,0.647541
7210,59.375,0.497806,54.4073,0.617859
7220,84.375,0.35414,56.231,0.63003
7230,62.5,0.509315,55.6231,0.619121
7240,65.625,0.414508,55.6231,0.622812
7250,37.5,0.552621,56.8389,0.618433
7260,53.125,0.521929,53.1915,0.635999
7270,65.625,0.44198,55.0152,0.616694
7280,59.375,0.508217,54.7112,0.617853
7290,68.75,0.472093,54.7112,0.61905
7300,50,0.584215,53.1915,0.614242
7310,65.625,0.479894,56.8389,0.620531
7320,65.625,0.473365,55.3191,0.625379
7330,46.875,0.588923,56.231,0.621588
7340,53.125,0.582383,55.9271,0.62489
7350,65.625,0.577905,56.535,0.634541
7360,37.5,0.685827,54.1033,0.631823
7370,68.75,0.455257,55.0152,0.617033
7380,40.625,0.635983,54.4073,0.616935
7390,62.5,0.513979,53.7994,0.614676
7400,62.5,0.475574,53.7994,0.623593
7410,50,0.579072,55.3191,0.615918
7420,56.25,0.521214,55.9271,0.619396
7430,53.125,0.504529,56.231,0.615122
7440,53.125,0.53115,54.7112,0.615889
7450,59.375,0.503852,55.0152,0.616725
7460,56.25,0.562101,56.535,0.617332
7470,65.625,0.474598,55.6231,0.613297
7480,59.375,0.466409,53.7994,0.634405
7490,71.875,0.42504,55.6231,0.618628
7500,75,0.391137,55.0152,0.613199
7510,59.375,0.526401,54.7112,0.61171
7520,56.25,0.510607,54.7112,0.615212
7530,81.25,0.412272,57.1429,0.620736
7540,59.375,0.571192,56.535,0.613211
7550,62.5,0.496534,53.1915,0.613615
7560,53.125,0.513668,55.6231,0.620651
7570,62.5,0.540107,55.3191,0.623544
7580,68.75,0.472694,56.535,0.61506
7590,56.25,0.553856,56.231,0.619903
7600,68.75,0.47064,55.0152,0.60877
7610,78.125,0.473122,56.8389,0.617993
7620,62.5,0.545537,54.4073,0.614913
7630,78.125,0.406221,56.231,0.612697
7640,59.375,0.462447,56.535,0.615227
7650,62.5,0.471301,55.3191,0.610486
7660,68.75,0.463813,55.6231,0.612706
7670,68.75,0.445603,55.6231,0.617233
7680,65.625,0.424116,56.8389,0.610896
7690,56.25,0.504629,52.2796,0.647104
7700,59.375,0.585341,54.1033,0.614924
7710,59.375,0.521616,54.7112,0.62095
7720,56.25,0.53075,56.231,0.614425
7730,75,0.403862,54.7112,0.61103
7740,53.125,0.541306,56.231,0.611958
7750,71.875,0.504323,54.7112,0.62951
7760,53.125,0.570941,57.7508,0.614963
7770,62.5,0.469553,57.7508,0.615848
7780,71.875,0.354467,54.1033,0.61025
7790,62.5,0.484177,55.3191,0.618563
7800,59.375,0.506304,54.1033,0.610576
7810,56.25,0.530808,54.4073,0.611139
7820,50,0.552515,56.535,0.61967
7830,65.625,0.43196,56.231,0.611936
7840,65.625,0.550409,57.7508,0.618396
7850,75,0.443896,54.7112,0.621745
7860,62.5,0.511307,55.3191,0.612932
7870,65.625,0.54826,56.231,0.628745
7880,50,0.602847,57.1429,0.611212
7890,65.625,0.481698,53.4954,0.607492
7900,81.25,0.343039,55.0152,0.615013
7910,68.75,0.486723,57.4468,0.616463
7920,56.25,0.500005,55.3191,0.611002
7930,68.75,0.376857,55.3191,0.618213
7940,62.5,0.500649,55.0152,0.62321
7950,46.875,0.63857,55.9271,0.610343
7960,78.125,0.441861,57.4468,0.613169
7970,68.75,0.470207,55.3191,0.617267
7980,53.125,0.539284,54.1033,0.642832
7990,68.75,0.486429,55.0152,0.608697
8000,71.875,0.421039,57.1429,0.60923
8010,71.875,0.433704,55.6231,0.614424
8020,46.875,0.612991,55.9271,0.610842
8030,50,0.539574,54.7112,0.607764
8040,62.5,0.525108,55.9271,0.608708
8050,68.75,0.435903,55.9271,0.612351
8060,65.625,0.45161,58.0547,0.609546
8070,62.5,0.433741,54.4073,0.632691
8080,75,0.413827,56.8389,0.604361
8090,56.25,0.480567,55.6231,0.604241
8100,68.75,0.434216,58.0547,0.613671
8110,62.5,0.547677,56.535,0.620337
8120,71.875,0.496639,55.3191,0.603847
8130,71.875,0.417883,55.9271,0.615899
8140,59.375,0.504579,56.8389,0.606211
8150,81.25,0.341544,55.3191,0.604145
8160,71.875,0.352987,55.3191,0.608797
8170,71.875,0.442337,57.1429,0.609099
8180,59.375,0.480665,56.231,0.612109
8190,46.875,0.577806,56.8389,0.613829
8200,75,0.441838,56.535,0.612543
8210,62.5,0.512009,55.6231,0.610003
8220,56.25,0.476712,57.4468,0.611934
8230,62.5,0.521934,56.231,0.614161
8240,53.125,0.564818,55.3191,0.625072
8250,71.875,0.431953,56.231,0.605271
8260,71.875,0.429867,55.9271,0.627033
8270,53.125,0.589759,58.0547,0.606828
8280,56.25,0.546304,56.231,0.608942
8290,59.375,0.571137,57.7508,0.606161
8300,71.875,0.500195,55.6231,0.607114
8310,71.875,0.483465,56.8389,0.60458
8320,46.875,0.5791,54.4073,0.624548
8330,62.5,0.491297,55.0152,0.606903
8340,56.25,0.521762,57.1429,0.608592
8350,53.125,0.542834,55.6231,0.614582
8360,87.5,0.359078,57.7508,0.621545
8370,62.5,0.49349,55.6231,0.609751
8380,43.75,0.56199,56.231,0.607463
8390,43.75,0.680665,55.6231,0.619091
8400,65.625,0.473596,57.7508,0.611354
8410,71.875,0.403533,56.535,0.619787
8420,62.5,0.452213,54.7112,0.635483
8430,62.5,0.523722,58.6626,0.6078
8440,50,0.604644,57.4468,0.624545
8450,56.25,0.552928,56.535,0.616322
8460,71.875,0.415322,55.9271,0.608258
8470,68.75,0.479561,56.535,0.603655
8480,75,0.444694,59.2705,0.618438
8490,78.125,0.393651,58.0547,0.606041
8500,46.875,0.597996,57.7508,0.602539
8510,71.875,0.482964,57.1429,0.605252
8520,59.375,0.554311,57.7508,0.605472
8530,65.625,0.54792,55.6231,0.624671
8540,65.625,0.427363,57.1429,0.606376
8550,68.75,0.400733,56.231,0.604321
8560,40.625,0.554815,55.9271,0.621653
8570,53.125,0.549198,57.4468,0.606284
8580,53.125,0.546242,55.9271,0.605506
8590,71.875,0.393091,55.0152,0.616955
8600,81.25,0.328345,57.4468,0.613371
8610,50,0.613676,55.6231,0.62779
8620,59.375,0.508319,55.3191,0.606439
8630,62.5,0.462197,57.1429,0.600726
8640,71.875,0.409621,57.7508,0.603882
8650,59.375,0.452543,56.231,0.606549
8660,62.5,0.458257,56.231,0.621934
8670,50,0.628095,57.7508,0.602383
8680,68.75,0.449856,57.1429,0.607972
8690,62.5,0.541585,57.7508,0.600277
8700,75,0.449399,58.0547,0.615574
8710,71.875,0.460544,57.7508,0.599256
8720,62.5,0.514739,57.4468,0.610517
8730,62.5,0.506384,57.4468,0.600053
8740,75,0.459521,58.6626,0.601954
8750,50,0.628909,55.6231,0.629003
8760,71.875,0.500024,56.535,0.61119
8770,62.5,0.477863,58.9666,0.600033
8780,65.625,0.483798,57.7508,0.602281
8790,53.125,0.576639,58.3587,0.615243
8800,56.25,0.515516,57.1429,0.59792
8810,65.625,0.491766,55.3191,0.599658
8820,53.125,0.572738,55.0152,0.631486
8830,65.625,0.456207,56.535,0.604906
8840,71.875,0.428281,57.4468,0.598675
8850,59.375,0.472155,56.535,0.611947
8860,50,0.603072,57.7508,0.599475
8870,71.875,0.514601,57.1429,0.604329
8880,59.375,0.55531,54.7112,0.626001
8890,62.5,0.530021,58.0547,0.597828
8900,56.25,0.5626,58.0547,0.605778
8910,68.75,0.495078,58.0547,0.604012
8920,75,0.409172,56.8389,0.59758
8930,62.5,0.460693,56.231,0.597678
8940,71.875,0.403938,56.231,0.613899
8950,62.5,0.475998,54.7112,0.620317
8960,65.625,0.456997,58.3587,0.612836
8970,71.875,0.476777,55.3191,0.621098
8980,75,0.390765,55.9271,0.624117
8990,78.125,0.404181,58.3587,0.598176
9000,71.875,0.438789,56.535,0.599713
9010,68.75,0.458709,57.4468,0.5989
9020,65.625,0.518513,56.231,0.61518
9030,53.125,0.597514,56.8389,0.600406
9040,43.75,0.619181,56.535,0.599656
9050,68.75,0.480245,57.7508,0.596479
9060,53.125,0.597587,56.231,0.605663
9070,68.75,0.442042,56.8389,0.609402
9080,56.25,0.476411,56.535,0.616695
9090,53.125,0.545971,58.6626,0.599012
9100,56.25,0.588702,55.9271,0.61873
9110,59.375,0.530394,56.231,0.607042
9120,62.5,0.515722,55.6231,0.603114
9130,53.125,0.511501,56.535,0.595908
9140,71.875,0.355731,55.6231,0.598066
9150,65.625,0.448444,57.4468,0.596443
9160,65.625,0.565231,56.535,0.605729
9170,71.875,0.438027,55.6231,0.597664
9180,71.875,0.453428,57.1429,0.602082
9190,65.625,0.515364,56.231,0.605401
9200,78.125,0.424488,57.4468,0.595011
9210,71.875,0.466719,57.7508,0.594448
9220,68.75,0.382261,57.1429,0.599505
9230,68.75,0.471703,58.0547,0.599093
9240,65.625,0.498697,57.7508,0.604101
9250,62.5,0.500473,60.1824,0.597931
9260,75,0.399314,57.7508,0.598831
9270,65.625,0.484827,58.0547,0.595623
9280,68.75,0.45083,57.1429,0.597585
9290,50,0.552356,57.7508,0.618686
9300,68.75,0.534658,56.535,0.612438
9310,56.25,0.539341,55.6231,0.604131
9320,65.625,0.494537,57.1429,0.600061
9330,68.75,0.409133,55.9271,0.610168
9340,53.125,0.551577,55.0152,0.639274
9350,68.75,0.514273,57.4468,0.60953
9360,78.125,0.347391,57.7508,0.608432
9370,75,0.478246,55.6231,0.614151
9380,62.5,0.528583,56.8389,0.601022
9390,71.875,0.434113,57.7508,0.601705
9400,65.625,0.473551,57.1429,0.596717
9410,71.875,0.456142,58.3587,0.603017
9420,65.625,0.540089,57.1429,0.607615
9430,68.75,0.415921,58.3587,0.6194
9440,68.75,0.395421,56.8389,0.611054
9450,65.625,0.49254,57.4468,0.594015
9460,68.75,0.425207,57.4468,0.610433
9470,62.5,0.501055,58.3587,0.593645
9480,65.625,0.463132,57.1429,0.591941
9490,75,0.376961,57.4468,0.596336
9500,68.75,0.38688,56.535,0.602914
9510,75,0.427353,57.7508,0.600124
9520,68.75,0.445221,58.0547,0.624075
9530,65.625,0.457987,57.7508,0.594171
9540,59.375,0.479547,59.2705,0.592607
9550,71.875,0.46832,57.7508,0.602279
9560,53.125,0.558122,55.6231,0.609003
9570,65.625,0.494583,58.0547,0.598891
9580,43.75,0.594643,57.7508,0.606804
9590,75,0.418374,57.7508,0.596051
9600,68.75,0.456569,56.8389,0.59676
9610,71.875,0.394951,56.8389,0.593617
9620,75,0.386517,57.1429,0.599857
9630,78.125,0.364324,56.8389,0.59643
9640,53.125,0.559777,58.9666,0.603084
9650,71.875,0.492873,57.7508,0.59791
9660,78.125,0.461494,57.4468,0.602895
9670,68.75,0.451152,57.1429,0.613929
9680,78.125,0.437369,57.4468,0.604904
9690,53.125,0.488415,56.535,0.615266
9700,53.125,0.475022,56.8389,0.608457
9710,71.875,0.47561,57.7508,0.592632
9720,62.5,0.568506,57.7508,0.605605
9730,78.125,0.355014,58.0547,0.59652
9740,59.375,0.475606,57.4468,0.597642
9750,59.375,0.498688,56.8389,0.596017
9760,75,0.432882,58.9666,0.592402
9770,65.625,0.465335,58.0547,0.588964
9780,78.125,0.367045,57.1429,0.611574
9790,53.125,0.548256,58.6626,0.590896
9800,68.75,0.471692,58.0547,0.591506
9810,68.75,0.481215,58.0547,0.595193
9820,81.25,0.394332,57.7508,0.591288
9830,78.125,0.417948,59.8784,0.591426
9840,46.875,0.59024,58.6626,0.600955
9850,62.5,0.507536,58.0547,0.593732
9860,62.5,0.448364,57.7508,0.608761
9870,68.75,0.412897,57.4468,0.593159
9880,56.25,0.536308,58.6626,0.593231
9890,71.875,0.44672,58.0547,0.593777
9900,65.625,0.450277,57.4468,0.615586
9910,68.75,0.446973,57.7508,0.598027
9920,62.5,0.505006,57.4468,0.600718
9930,68.75,0.432447,58.9666,0.594402
9940,71.875,0.44338,58.6626,0.594523
9950,68.75,0.407995,58.3587,0.594816
9960,56.25,0.505972,58.9666,0.59368
9970,53.125,0.537229,57.1429,0.598672
9980,62.5,0.486054,58.9666,0.598989
9990,78.125,0.406061,58.0547,0.596637
10000,71.875,0.471257,56.231,0.623107
10010,56.25,0.56819,58.6626,0.590753
10020,68.75,0.430058,56.535,0.597965
10030,62.5,0.509653,58.6626,0.591354
10040,75,0.374815,59.2705,0.59464
10050,62.5,0.499769,58.0547,0.590064
10060,81.25,0.398549,58.9666,0.588963
10070,65.625,0.485893,58.3587,0.58922
10080,71.875,0.391232,58.0547,0.589946
10090,53.125,0.571113,57.4468,0.60041
10100,87.5,0.338915,56.8389,0.611607
10110,53.125,0.492935,57.1429,0.591922
10120,75,0.428844,57.7508,0.589586
10130,71.875,0.452012,57.7508,0.591848
10140,71.875,0.40475,58.3587,0.594141
10150,68.75,0.559326,57.7508,0.598863
10160,68.75,0.427629,58.0547,0.59471
10170,50,0.578492,58.9666,0.594326
10180,81.25,0.402114,57.4468,0.59419
10190,62.5,0.508892,56.8389,0.599974
10200,78.125,0.403927,56.231,0.609326
10210,75,0.401221,58.0547,0.590355
10220,59.375,0.515518,57.4468,0.616702
10230,78.125,0.397315,58.3587,0.592169
10240,59.375,0.491713,58.6626,0.600032
10250,68.75,0.444735,57.1429,0.593854
10260,84.375,0.354524,56.535,0.610983
10270,65.625,0.503411,58.0547,0.604066
10280,56.25,0.577091,57.1429,0.596012
10290,50,0.63319,58.3587,0.591046
10300,68.75,0.408492,58.0547,0.599807
10310,59.375,0.523312,57.4468,0.59706
10320,53.125,0.634838,58.3587,0.598669
10330,59.375,0.490164,56.535,0.59645
10340,65.625,0.484802,57.4468,0.589435
10350,75,0.451988,58.0547,0.591495
10360,59.375,0.544973,58.0547,0.605129
10370,62.5,0.511365,57.7508,0.597299
10380,59.375,0.506799,58.6626,0.590745
10390,53.125,0.560286,58.3587,0.588783
10400,65.625,0.441714,57.1429,0.587739
10410,75,0.465195,57.7508,0.589204
10420,78.125,0.416435,57.1429,0.591371
10430,68.75,0.450287,58.3587,0.594663
10440,65.625,0.545942,58.0547,0.589997
10450,68.75,0.436627,56.231,0.622762
10460,81.25,0.45345,57.4468,0.591538
10470,78.125,0.376335,57.1429,0.595355
10480,65.625,0.455699,57.1429,0.608079
10490,78.125,0.376207,57.7508,0.596139
10500,81.25,0.417383,57.7508,0.59106
10510,78.125,0.398615,58.0547,0.595968
10520,68.75,0.46213,57.7508,0.589182
10530,71.875,0.461138,57.4468,0.589449
10540,68.75,0.432672,58.9666,0.594439
10550,81.25,0.416118,57.4468,0.589294
10560,65.625,0.51012,58.6626,0.589401
10570,81.25,0.353758,57.7508,0.602191
10580,65.625,0.484391,57.7508,0.591815
10590,62.5,0.487724,57.1429,0.587713
10600,68.75,0.513165,57.4468,0.587885
10610,68.75,0.417689,57.4468,0.596142
10620,59.375,0.455705,58.6626,0.589177
10630,71.875,0.439698,58.0547,0.597707
10640,65.625,0.429979,58.3587,0.588154
10650,62.5,0.47929,57.4468,0.589242
10660,68.75,0.442616,58.0547,0.59493
10670,50,0.626792,58.9666,0.587842
10680,65.625,0.448154,58.0547,0.588384
10690,68.75,0.40311,55.9271,0.594527
10700,75,0.421281,58.0547,0.584216
10710,56.25,0.547701,57.1429,0.588046
10720,68.75,0.469905,58.0547,0.600276
10730,84.375,0.31419,58.0547,0.584737
10740,81.25,0.36693,58.9666,0.589528
10750,78.125,0.369038,58.6626,0.589259
10760,68.75,0.462614,58.3587,0.58453
10770,78.125,0.399164,58.0547,0.590851
10780,68.75,0.458849,58.0547,0.597763
10790,68.75,0.523725,57.4468,0.58858
10800,62.5,0.445678,57.4468,0.585865
10810,68.75,0.438821,57.7508,0.5854
10820,68.75,0.526175,57.1429,0.587194
10830,62.5,0.504136,58.6626,0.593002
10840,62.5,0.447163,57.4468,0.588597
10850,68.75,0.513555,57.1429,0.604033
10860,62.5,0.431252,58.0547,0.600176
10870,50,0.627817,55.3191,0.631509
10880,62.5,0.538164,58.3587,0.589293
10890,62.5,0.489443,58.0547,0.584649
10900,68.75,0.472478,58.3587,0.585349
10910,68.75,0.451247,58.6626,0.592549
10920,71.875,0.430408,59.2705,0.584356
10930,75,0.37817,58.9666,0.589252
10940,71.875,0.419605,57.7508,0.582741
10950,59.375,0.510312,56.8389,0.609185
10960,81.25,0.279483,58.9666,0.587265
10970,78.125,0.393852,58.6626,0.603316
10980,59.375,0.480194,60.1824,0.58998
10990,68.75,0.495975,58.3587,0.593325
11000,50,0.588427,58.6626,0.586237
11010,56.25,0.549828,58.9666,0.58714
11020,59.375,0.534509,58.3587,0.590321
11030,62.5,0.515616,58.0547,0.601321
11040,53.125,0.522167,57.1429,0.607076
11050,68.75,0.461579,58.0547,0.588951
11060,59.375,0.516827,58.6626,0.588489
11070,68.75,0.415892,57.1429,0.586319
11080,62.5,0.526463,58.9666,0.585573
11090,68.75,0.403236,58.0547,0.586996
11100,59.375,0.502348,58.6626,0.593792
11110,65.625,0.503355,58.3587,0.588069
11120,75,0.377216,58.0547,0.58596
11130,65.625,0.45974,58.3587,0.595544
11140,56.25,0.53183,59.2705,0.586748
11150,71.875,0.420235,57.1429,0.600236
11160,56.25,0.609532,58.0547,0.588432
11170,68.75,0.436197,58.0547,0.583113
11180,78.125,0.435039,58.0547,0.584762
11190,71.875,0.378681,58.6626,0.583269
11200,59.375,0.533026,58.9666,0.581187
11210,75,0.369924,56.231,0.601415
11220,75,0.466472,57.7508,0.58629
11230,65.625,0.46064,57.7508,0.584245
11240,68.75,0.489119,58.0547,0.589571
11250,59.375,0.50449,58.0547,0.588381
11260,78.125,0.34628,57.7508,0.582979
11270,68.75,0.486698,57.7508,0.584659
11280,75,0.404943,59.2705,0.585328
11290,65.625,0.53315,57.7508,0.597201
11300,68.75,0.496461,58.0547,0.583988
11310,65.625,0.499778,58.6626,0.595692
11320,62.5,0.536301,58.0547,0.584189
11330,65.625,0.524297,58.0547,0.582314
11340,65.625,0.393643,57.7508,0.600316
11350,46.875,0.576405,58.0547,0.586878
11360,53.125,0.592505,58.6626,0.589697
11370,78.125,0.367563,58.9666,0.591779
11380,71.875,0.461356,58.3587,0.593505
11390,75,0.380758,58.6626,0.58269
11400,62.5,0.491288,57.1429,0.606656
11410,75,0.399716,58.3587,0.581953
11420,71.875,0.351997,58.0547,0.591244
11430,71.875,0.435913,58.3587,0.596528
11440,62.5,0.531132,58.3587,0.582714
11450,75,0.389671,57.4468,0.582805
11460,75,0.43202,59.2705,0.586015
11470,68.75,0.462317,57.1429,0.58501
11480,59.375,0.492858,59.2705,0.589586
11490,62.5,0.503402,58.9666,0.582671
11500,68.75,0.433331,58.3587,0.584917
11510,71.875,0.485537,56.8389,0.584766
11520,65.625,0.457093,57.7508,0.586753
11530,53.125,0.499738,59.5745,0.595783
11540,78.125,0.383805,59.2705,0.588471
11550,65.625,0.514678,58.6626,0.582178
11560,65.625,0.503497,58.3587,0.584391
11570,78.125,0.386774,57.4468,0.582519
11580,71.875,0.417111,58.3587,0.590727
11590,75,0.41387,58.3587,0.587044
11600,62.5,0.524175,58.3587,0.585722
11610,71.875,0.405587,57.7508,0.586149
11620,78.125,0.482901,58.3587,0.60404
11630,71.875,0.46312,57.1429,0.595524
11640,59.375,0.514771,58.0547,0.595136
11650,71.875,0.445023,58.0547,0.583014
11660,75,0.403412,58.9666,0.582086
11670,75,0.425705,59.2705,0.582525
11680,78.125,0.387201,58.9666,0.578146
11690,68.75,0.458169,58.6626,0.585186
11700,65.625,0.480092,58.0547,0.591773
11710,71.875,0.400895,57.7508,0.584072
11720,62.5,0.538657,57.7508,0.598814
11730,75,0.420833,59.5745,0.583707
11740,62.5,0.461293,58.9666,0.583352
11750,75,0.402333,57.7508,0.584356
11760,71.875,0.415291,57.7508,0.591835
11770,65.625,0.448914,58.6626,0.580029
11780,65.625,0.423037,58.6626,0.599879
11790,81.25,0.386263,58.9666,0.58883
11800,65.625,0.476316,58.0547,0.590404
11810,62.5,0.48379,58.0547,0.58473
11820,62.5,0.464886,58.6626,0.580369
11830,78.125,0.411944,57.4468,0.578684
11840,71.875,0.411648,58.6626,0.57787
11850,84.375,0.312866,58.6626,0.585556
11860,53.125,0.615504,57.7508,0.578052
11870,65.625,0.437907,59.5745,0.587484
11880,75,0.382372,58.6626,0.581019
11890,81.25,0.401571,58.6626,0.589237
11900,71.875,0.429126,57.4468,0.579218
11910,81.25,0.367529,58.9666,0.586456
11920,75,0.441963,58.9666,0.581565
11930,59.375,0.505615,58.3587,0.596572
11940,84.375,0.335101,59.2705,0.595426
11950,65.625,0.456634,58.3587,0.584223
11960,68.75,0.48692,57.4468,0.596099
11970,75,0.445273,58.3587,0.585518
11980,78.125,0.388787,58.3587,0.583231
11990,46.875,0.638861,59.5745,0.580385
12000,68.75,0.479372,58.9666,0.577852
12010,65.625,0.50206,58.0547,0.574839
12020,75,0.438272,59.5745,0.578491
12030,65.625,0.485689,58.6626,0.578177
12040,68.75,0.427756,58.9666,0.582392
12050,71.875,0.435016,58.3587,0.580123
12060,65.625,0.419693,58.9666,0.58318
12070,75,0.417661,58.6626,0.581406
12080,71.875,0.447746,58.3587,0.578539
12090,68.75,0.507993,59.5745,0.5803
12100,65.625,0.482225,59.2705,0.584548
12110,56.25,0.514243,58.6626,0.589292
12120,59.375,0.470695,57.4468,0.604403
12130,81.25,0.304517,58.9666,0.582023
12140,84.375,0.293526,58.0547,0.586265
12150,62.5,0.473892,59.2705,0.584538
12160,84.375,0.243909,59.2705,0.580245
12170,68.75,0.412311,59.2705,0.580499
12180,62.5,0.472662,59.2705,0.597042
12190,59.375,0.473196,58.3587,0.581284
12200,78.125,0.382481,58.0547,0.602971
12210,81.25,0.329185,58.9666,0.5816
12220,84.375,0.322489,58.9666,0.578956
12230,68.75,0.487274,59.5745,0.581441
12240,68.75,0.499276,60.1824,0.582054
12250,68.75,0.456342,58.9666,0.580191
12260,62.5,0.518973,59.2705,0.593275
12270,65.625,0.457186,58.9666,0.587937
12280,62.5,0.457282,58.0547,0.58725
12290,71.875,0.347915,59.2705,0.58149
12300,65.625,0.451867,58.3587,0.599489
12310,78.125,0.418666,59.8784,0.579079
12320,71.875,0.433353,59.2705,0.583659
12330,75,0.39799,59.2705,0.59574
12340,78.125,0.384983,59.2705,0.583499
12350,65.625,0.456006,59.2705,0.582662
12360,56.25,0.508737,59.8784,0.585726
12370,71.875,0.410895,59.2705,0.583993
12380,78.125,0.434531,57.7508,0.611791
12390,71.875,0.513438,59.8784,0.581924
12400,75,0.415734,59.8784,0.580744
12410,65.625,0.473671,58.9666,0.578548
12420,78.125,0.359604,59.2705,0.592303
12430,65.625,0.475244,58.9666,0.582633
12440,75,0.434001,58.3587,0.579478
12450,59.375,0.523166,58.0547,0.583721
12460,62.5,0.441296,58.3587,0.57869
12470,68.75,0.494848,58.9666,0.594326
12480,62.5,0.474346,58.3587,0.583929
12490,84.375,0.268928,59.5745,0.587412
12500,68.75,0.492394,58.6626,0.594964
12510,62.5,0.465296,58.9666,0.577538
12520,62.5,0.462919,59.5745,0.581762
12530,68.75,0.434443,58.3587,0.602619
12540,71.875,0.432693,59.5745,0.58892
12550,68.75,0.392471,58.3587,0.586983
12560,78.125,0.408213,59.5745,0.58757
12570,62.5,0.552861,60.1824,0.590938
12580,62.5,0.451995,59.5745,0.578335
12590,78.125,0.332093,58.9666,0.592541
12600,62.5,0.464911,59.8784,0.588773
12610,56.25,0.530664,59.2705,0.580496
12620,68.75,0.408647,59.2705,0.580582
12630,50,0.534402,58.6626,0.589901
12640,84.375,0.347289,58.9666,0.587063
12650,71.875,0.40393,58.6626,0.58005
12660,68.75,0.517957,59.2705,0.586382
12670,50,0.563335,59.8784,0.586923
12680,65.625,0.433192,58.3587,0.59662
12690,68.75,0.392349,58.3587,0.583536
12700,75,0.393468,59.2705,0.578863
12710,75,0.410723,59.8784,0.582473
12720,75,0.402013,60.1824,0.578082
12730,81.25,0.326128,59.8784,0.581473
12740,68.75,0.416014,58.9666,0.587291
12750,75,0.409568,59.5745,0.579312
12760,81.25,0.346229,59.8784,0.578536
12770,84.375,0.346316,59.8784,0.580849
12780,50,0.652137,59.2705,0.575322
12790,53.125,0.534389,58.3587,0.575247
12800,78.125,0.40123,58.3587,0.580731
12810,84.375,0.384172,58.9666,0.576733
12820,65.625,0.476331,59.2705,0.578553
12830,78.125,0.343567,58.3587,0.584885
12840,78.125,0.371012,58.9666,0.579288
12850,75,0.463043,58.6626,0.576048
12860,78.125,0.394505,59.8784,0.579752
12870,71.875,0.414051,59.5745,0.579516
12880,75,0.367471,59.2705,0.58181
