epoch,train_acc,train_loss,test_acc,test_loss
12890,68.75,0.501105,58.9666,0.575314
12900,62.5,0.480523,59.5745,0.57419
12910,75,0.362915,59.2705,0.578322
12920,71.875,0.433163,59.8784,0.585771
12930,65.625,0.471566,59.2705,0.575908
12940,71.875,0.396109,59.2705,0.581342
12950,75,0.409451,61.0942,0.583781
12960,59.375,0.495516,58.9666,0.577192
12970,68.75,0.476383,59.5745,0.57762
12980,68.75,0.447169,59.5745,0.598335
12990,81.25,0.390832,59.2705,0.575643
13000,56.25,0.506282,59.2705,0.592652
13010,75,0.368856,58.9666,0.584887
13020,78.125,0.332368,60.1824,0.580934
13030,59.375,0.504587,60.4863,0.577031
13040,68.75,0.413027,58.9666,0.586083
13050,81.25,0.339397,59.2705,0.576358
13060,68.75,0.47441,59.8784,0.576733
13070,71.875,0.478081,58.9666,0.576712
13080,75,0.426206,60.4863,0.579917
13090,75,0.373242,58.6626,0.595042
13100,71.875,0.410145,60.4863,0.574969
13110,56.25,0.586652,59.2705,0.583258
13120,78.125,0.381851,59.2705,0.574971
13130,78.125,0.383593,59.5745,0.583509
13140,65.625,0.514471,58.9666,0.600951
13150,50,0.616877,58.6626,0.600355
13160,59.375,0.513108,59.8784,0.580164
13170,65.625,0.521147,59.2705,0.575487
13180,81.25,0.347081,60.4863,0.577662
13190,84.375,0.33959,60.1824,0.572532
13200,75,0.359938,59.2705,0.58947
13210,75,0.433573,59.2705,0.598263
13220,59.375,0.549799,58.9666,0.583182
13230,71.875,0.444447,60.4863,0.572911
13240,71.875,0.362491,59.8784,0.583799
13250,78.125,0.373853,59.8784,0.576852
13260,81.25,0.334079,60.7903,0.586645
13270,75,0.436879,57.7508,0.597097
13280,90.625,0.301214,59.8784,0.575249
13290,75,0.374493,59.8784,0.573925
13300,71.875,0.40976,61.0942,0.572188
13310,81.25,0.391866,58.9666,0.581303
13320,59.375,0.46493,61.3982,0.580103
13330,84.375,0.34382,59.5745,0.583952
13340,71.875,0.439047,58.6626,0.580195
13350,71.875,0.433883,58.3587,0.585016
13360,78.125,0.332133,59.2705,0.574715
13370,71.875,0.385311,59.8784,0.58382
13380,68.75,0.445519,59.5745,0.577701
13390,78.125,0.324889,59.2705,0.576399
13400,81.25,0.35267,59.8784,0.576475
13410,71.875,0.451025,58.9666,0.586687
13420,59.375,0.475073,58.9666,0.591278
13430,68.75,0.445994,59.8784,0.579533
13440,90.625,0.261524,59.2705,0.59224
13450,81.25,0.344195,60.4863,0.573792
13460,84.375,0.361589,58.9666,0.578855
13470,71.875,0.426944,60.7903,0.579854
13480,75,0.425029,60.4863,0.569964
13490,71.875,0.441043,58.3587,0.572313
13500,65.625,0.434973,59.8784,0.572326
13510,65.625,0.44895,59.5745,0.574352
13520,71.875,0.45481,59.5745,0.572542
13530,65.625,0.431502,60.1824,0.582802
13540,87.5,0.347768,60.1824,0.578608
13550,81.25,0.395523,60.1824,0.581965
13560,75,0.38557,59.5745,0.581176
13570,68.75,0.485979,60.1824,0.574044
13580,65.625,0.388231,59.8784,0.572886
13590,71.875,0.417211,59.2705,0.580974
13600,65.625,0.496206,60.4863,0.577604
13610,65.625,0.484358,60.1824,0.577372
13620,71.875,0.428471,59.8784,0.578689
13630,68.75,0.463667,58.0547,0.586536
13640,75,0.462048,59.8784,0.588237
13650,78.125,0.33818,59.2705,0.587114
13660,65.625,0.502507,60.1824,0.578481
13670,75,0.392624,60.1824,0.572532
13680,78.125,0.391249,60.4863,0.57812
13690,71.875,0.475496,60.1824,0.575389
13700,68.75,0.423552,60.4863,0.586368
13710,78.125,0.312236,58.9666,0.592718
13720,62.5,0.51316,59.8784,0.587415
13730,84.375,0.317372,59.5745,0.586804
13740,81.25,0.365745,59.5745,0.583595
13750,75,0.432568,60.1824,0.575735
13760,78.125,0.285757,59.5745,0.579636
13770,62.5,0.444266,58.6626,0.585452
13780,68.75,0.418845,60.4863,0.575543
13790,75,0.37351,58.9666,0.578625
13800,71.875,0.43941,60.1824,0.582988
13810,75,0.4293,59.2705,0.578122
13820,87.5,0.300126,58.6626,0.580557
13830,62.5,0.478014,60.4863,0.57603
13840,71.875,0.493766,58.3587,0.587958
13850,59.375,0.509038,60.4863,0.577893
13860,71.875,0.434301,60.1824,0.576562
13870,81.25,0.40484,59.5745,0.577225
13880,84.375,0.321996,59.5745,0.579093
13890,81.25,0.349653,59.8784,0.572087
13900,68.75,0.480056,59.2705,0.584791
13910,68.75,0.461339,61.0942,0.568165
13920,62.5,0.46182,59.8784,0.569618
13930,84.375,0.311047,60.7903,0.568584
13940,71.875,0.352348,60.4863,0.570147
13950,68.75,0.486987,59.2705,0.578687
13960,59.375,0.487584,60.1824,0.568916
13970,68.75,0.42885,59.2705,0.579403
13980,81.25,0.42237,59.5745,0.570833
13990,59.375,0.556813,61.3982,0.572471
14000,75,0.438301,61.0942,0.571333
14010,75,0.379199,61.3982,0.569376
14020,65.625,0.517349,61.3982,0.57945
14030,81.25,0.331244,59.8784,0.571058
14040,78.125,0.391961,58.6626,0.581363
14050,71.875,0.423924,59.8784,0.572416
14060,65.625,0.456711,59.5745,0.568937
14070,78.125,0.371006,60.7903,0.576323
14080,65.625,0.463821,61.3982,0.5692
14090,65.625,0.44951,60.4863,0.571685
14100,68.75,0.441624,60.1824,0.57266
14110,71.875,0.491469,60.7903,0.57117
14120,62.5,0.503801,60.1824,0.569084
14130,75,0.375683,59.5745,0.598576
14140,81.25,0.299985,60.4863,0.575361
14150,71.875,0.463094,60.7903,0.571792
14160,62.5,0.499144,60.1824,0.577027
14170,75,0.350173,60.4863,0.57477
14180,75,0.376268,58.6626,0.600541
14190,65.625,0.502785,60.7903,0.575029
14200,71.875,0.370108,60.4863,0.577346
14210,71.875,0.394318,60.7903,0.572489
14220,75,0.424446,60.7903,0.579721
14230,78.125,0.3856,60.4863,0.573159
14240,75,0.404832,59.5745,0.571203
14250,71.875,0.438663,61.0942,0.575741
14260,68.75,0.433271,60.1824,0.587912
14270,71.875,0.451948,61.0942,0.584511
14280,71.875,0.393476,59.5745,0.57456
14290,62.5,0.559334,59.2705,0.608326
14300,68.75,0.457493,60.7903,0.581917
14310,71.875,0.40947,59.8784,0.576286
14320,78.125,0.336656,59.8784,0.575335
14330,71.875,0.485724,60.4863,0.589164
14340,93.75,0.279495,60.7903,0.57224
14350,75,0.385969,59.2705,0.582325
14360,65.625,0.399036,61.3982,0.57896
14370,59.375,0.514975,60.4863,0.575074
14380,84.375,0.322312,61.7021,0.57342
14390,84.375,0.36207,60.7903,0.578371
14400,84.375,0.305577,60.4863,0.572393
14410,87.5,0.276698,60.4863,0.571007
14420,65.625,0.464338,59.5745,0.572017
14430,65.625,0.454293,59.5745,0.572457
14440,78.125,0.367494,59.5745,0.588159
14450,78.125,0.461844,58.6626,0.590221
14460,75,0.430997,60.1824,0.575933
14470,46.875,0.66674,60.7903,0.581087
14480,65.625,0.516162,58.0547,0.599313
14490,78.125,0.329351,60.4863,0.57698
14500,56.25,0.562592,61.3982,0.571138
14510,68.75,0.435813,61.3982,0.571912
14520,84.375,0.28252,60.4863,0.571216
14530,53.125,0.600705,60.1824,0.578766
14540,65.625,0.466263,60.7903,0.579643
14550,65.625,0.433698,60.7903,0.577607
14560,65.625,0.479035,58.3587,0.591726
14570,68.75,0.379144,60.1824,0.584236
14580,81.25,0.363915,60.1824,0.576054
14590,75,0.406444,60.4863,0.582227
14600,81.25,0.359326,61.3982,0.590677
14610,62.5,0.55487,60.1824,0.598276
14620,62.5,0.493908,61.3982,0.574877
14630,62.5,0.437091,60.4863,0.572841
14640,75,0.423577,60.7903,0.579214
14650,68.75,0.45047,59.8784,0.579774
14660,78.125,0.414844,61.3982,0.572595
14670,90.625,0.28543,60.4863,0.57635
14680,78.125,0.321465,60.4863,0.5738
14690,68.75,0.431296,60.7903,0.569762
14700,71.875,0.405931,60.7903,0.589194
14710,71.875,0.434117,61.0942,0.570359
14720,68.75,0.442243,61.0942,0.568404
14730,71.875,0.47003,59.8784,0.566995
14740,78.125,0.383339,60.4863,0.581365
14750,84.375,0.283846,61.3982,0.572387
14760,65.625,0.47904,61.0942,0.582629
14770,75,0.383326,61.0942,0.578318
14780,65.625,0.452936,60.4863,0.600767
14790,71.875,0.380077,59.5745,0.570348
14800,78.125,0.383666,61.0942,0.575599
14810,81.25,0.285978,60.1824,0.570629
14820,71.875,0.420112,60.7903,0.569329
14830,78.125,0.316753,60.4863,0.59836
14840,71.875,0.415346,60.4863,0.57137
14850,75,0.404179,61.7021,0.56882
14860,78.125,0.322619,61.3982,0.575659
14870,68.75,0.391572,61.0942,0.577418
14880,71.875,0.432895,61.3982,0.573252
14890,75,0.401461,61.3982,0.579679
14900,78.125,0.341062,60.7903,0.567573
14910,53.125,0.508601,61.0942,0.570292
14920,56.25,0.511838,60.4863,0.582462
14930,81.25,0.330286,61.7021,0.56639
14940,68.75,0.423801,59.8784,0.582504
14950,78.125,0.375696,61.0942,0.568657
14960,78.125,0.407592,61.0942,0.580621
14970,62.5,0.489964,60.1824,0.569198
14980,75,0.358159,61.0942,0.565058
14990,71.875,0.386387,60.7903,0.573466
15000,78.125,0.346389,62.614,0.568285
15010,68.75,0.48048,60.4863,0.568218
15020,81.25,0.340065,60.7903,0.569909
15030,78.125,0.370969,61.0942,0.57205
15040,75,0.395882,60.1824,0.575856
15050,75,0.369865,61.0942,0.575962
15060,71.875,0.446948,60.7903,0.580654
15070,65.625,0.442141,60.7903,0.569776
15080,84.375,0.287532,61.0942,0.571216
15090,68.75,0.382883,60.1824,0.56938
15100,71.875,0.392352,58.9666,0.579762
15110,59.375,0.520519,61.0942,0.570066
15120,65.625,0.476853,60.7903,0.57146
15130,78.125,0.387252,60.4863,0.569033
15140,62.5,0.500062,60.4863,0.576306
15150,68.75,0.437377,61.3982,0.574023
15160,81.25,0.298845,60.4863,0.56914
15170,81.25,0.306938,60.7903,0.576391
15180,65.625,0.541049,60.1824,0.584735
15190,75,0.341402,61.7021,0.56734
15200,71.875,0.413781,59.8784,0.571112
15210,68.75,0.416842,60.1824,0.589648
15220,87.5,0.280942,61.0942,0.56573
15230,68.75,0.501275,60.1824,0.580404
15240,87.5,0.267737,59.8784,0.573728
15250,65.625,0.50282,61.3982,0.564284
15260,68.75,0.43817,59.2705,0.567363
15270,78.125,0.363881,59.8784,0.570915
15280,65.625,0.502694,59.5745,0.566173
15290,78.125,0.444149,59.8784,0.565716
15300,65.625,0.428129,61.0942,0.56957
15310,71.875,0.403067,60.1824,0.56804
15320,71.875,0.418542,60.4863,0.577469
15330,81.25,0.349754,61.0942,0.566344
15340,68.75,0.431954,60.1824,0.572287
15350,75,0.411378,60.4863,0.572706
15360,59.375,0.505105,59.8784,0.576053
15370,65.625,0.421851,61.7021,0.573788
15380,68.75,0.411965,62.31,0.566864
15390,81.25,0.344382,61.0942,0.57008
15400,78.125,0.373199,60.7903,0.575373
15410,84.375,0.317569,61.7021,0.576065
15420,68.75,0.367365,60.4863,0.571188
15430,71.875,0.414968,60.4863,0.573903
15440,81.25,0.366004,61.7021,0.567882
15450,71.875,0.475492,60.1824,0.579946
15460,65.625,0.457481,61.3982,0.569194
15470,75,0.371854,60.7903,0.572078
15480,68.75,0.419001,61.0942,0.569084
15490,68.75,0.487844,61.3982,0.574823
15500,65.625,0.361715,61.7021,0.569986
15510,62.5,0.474178,61.3982,0.568863
15520,71.875,0.420547,62.31,0.566989
15530,78.125,0.39522,61.0942,0.582328
15540,65.625,0.391842,60.7903,0.571971
15550,81.25,0.336496,61.0942,0.570835
15560,75,0.397913,59.8784,0.572351
15570,65.625,0.459743,60.4863,0.571285
15580,62.5,0.484421,61.0942,0.5728
15590,68.75,0.415716,60.7903,0.572399
15600,75,0.369109,61.3982,0.577107
15610,71.875,0.441101,61.7021,0.57019
15620,81.25,0.318459,61.7021,0.566683
15630,75,0.347489,62.614,0.565726
15640,78.125,0.370724,61.7021,0.568629
15650,78.125,0.372234,60.1824,0.566031
15660,78.125,0.403265,61.0942,0.573639
15670,68.75,0.460066,61.7021,0.583029
15680,62.5,0.453792,61.3982,0.568389
15690,78.125,0.379955,61.3982,0.568808
15700,71.875,0.398943,61.7021,0.567068
15710,78.125,0.402252,60.7903,0.568337
15720,75,0.360173,61.7021,0.582033
15730,84.375,0.340732,60.7903,0.57376
15740,71.875,0.508238,61.3982,0.574153
15750,84.375,0.296503,60.4863,0.574458
15760,68.75,0.473449,61.0942,0.571522
15770,81.25,0.364387,60.7903,0.570121
15780,78.125,0.355837,61.0942,0.573351
15790,87.5,0.368542,60.4863,0.570939
15800,71.875,0.395543,61.7021,0.572508
15810,75,0.424327,61.0942,0.584068
15820,53.125,0.501504,62.31,0.572106
15830,78.125,0.395105,60.7903,0.581128
15840,81.25,0.367691,59.8784,0.571017
15850,75,0.415264,61.0942,0.578994
15860,75,0.345268,62.31,0.571446
15870,65.625,0.47953,61.7021,0.571557
15880,43.75,0.657618,60.7903,0.571245
15890,71.875,0.377576,60.1824,0.572356
15900,65.625,0.535092,60.7903,0.582328
15910,59.375,0.553474,61.3982,0.5864
15920,53.125,0.532323,60.4863,0.573272
15930,75,0.36505,60.7903,0.579507
15940,87.5,0.282322,61.7021,0.566064
15950,78.125,0.338062,62.0061,0.567769
15960,62.5,0.497103,61.0942,0.568447
15970,75,0.407545,61.0942,0.573163
15980,84.375,0.294389,61.0942,0.567299
15990,84.375,0.291566,60.7903,0.573325
16000,65.625,0.440589,62.0061,0.574083
16010,59.375,0.521741,62.31,0.572009
16020,75,0.397059,62.31,0.572568
16030,68.75,0.444939,62.614,0.57002
16040,84.375,0.341945,61.0942,0.568374
16050,75,0.37261,61.7021,0.578592
16060,50,0.575197,62.9179,0.566944
16070,65.625,0.512693,61.0942,0.570882
16080,71.875,0.431821,61.0942,0.575752
16090,81.25,0.320788,60.7903,0.567717
16100,78.125,0.354613,61.3982,0.565517
16110,75,0.461376,61.7021,0.583488
16120,78.125,0.357125,61.3982,0.572365
16130,71.875,0.471418,60.4863,0.582694
16140,65.625,0.375978,61.3982,0.570906
16150,75,0.409893,58.9666,0.568665
16160,81.25,0.277715,60.1824,0.581365
16170,71.875,0.390986,61.0942,0.578608
16180,53.125,0.494228,62.0061,0.569504
16190,71.875,0.342312,61.0942,0.566383
16200,71.875,0.364436,62.0061,0.578785
16210,71.875,0.441978,61.7021,0.568569
16220,90.625,0.26161,62.31,0.570988
16230,62.5,0.513402,62.614,0.562191
16240,78.125,0.384938,62.9179,0.567284
16250,71.875,0.434363,59.8784,0.583572
16260,78.125,0.374461,60.4863,0.578381
16270,68.75,0.466715,62.0061,0.562717
16280,65.625,0.488749,61.7021,0.567215
16290,75,0.38862,61.3982,0.576069
16300,65.625,0.557156,61.3982,0.585004
16310,75,0.383521,62.31,0.565022
16320,53.125,0.513743,60.7903,0.564256
16330,71.875,0.454867,61.7021,0.574182
16340,56.25,0.565809,61.0942,0.57213
16350,71.875,0.491411,61.0942,0.564201
16360,75,0.387467,61.3982,0.566791
16370,71.875,0.379755,62.31,0.564146
16380,87.5,0.281885,62.614,0.571169
16390,75,0.424943,61.0942,0.573437
16400,59.375,0.45838,62.0061,0.569356
16410,68.75,0.433921,62.9179,0.563313
16420,65.625,0.378744,62.0061,0.569613
16430,65.625,0.452121,62.0061,0.574506
16440,65.625,0.447602,61.3982,0.574824
16450,71.875,0.376558,62.31,0.566159
16460,71.875,0.4176,62.0061,0.561778
16470,87.5,0.290787,61.0942,0.57101
16480,78.125,0.390642,62.0061,0.563261
16490,59.375,0.468472,61.0942,0.579583
16500,78.125,0.359819,61.7021,0.564992
16510,81.25,0.32042,61.0942,0.578798
16520,75,0.338563,62.31,0.566214
16530,84.375,0.271776,62.0061,0.568021
16540,68.75,0.410282,62.614,0.561152
16550,65.625,0.455675,62.614,0.561427
16560,71.875,0.369872,62.614,0.560168
16570,81.25,0.283142,61.7021,0.570642
16580,84.375,0.311469,62.0061,0.573675
16590,78.125,0.321224,62.9179,0.563877
16600,81.25,0.288636,62.0061,0.576979
16610,78.125,0.385056,62.9179,0.570452
16620,71.875,0.385053,61.7021,0.570384
16630,78.125,0.342095,61.0942,0.569501
16640,71.875,0.401373,62.614,0.561983
16650,78.125,0.294993,62.0061,0.562398
16660,68.75,0.441837,61.0942,0.581785
16670,65.625,0.441918,61.0942,0.569469
16680,81.25,0.328981,61.3982,0.569093
16690,84.375,0.305779,63.5258,0.566347
16700,87.5,0.282282,62.0061,0.572834
16710,62.5,0.513169,61.3982,0.572433
16720,75,0.382331,60.7903,0.566051
16730,84.375,0.352821,61.3982,0.566348
16740,62.5,0.489613,62.31,0.568036
16750,53.125,0.54665,62.0061,0.564874
16760,71.875,0.431619,61.3982,0.5683
16770,81.25,0.336294,61.3982,0.564484
16780,84.375,0.274092,61.0942,0.566459
16790,78.125,0.352424,61.7021,0.567181
16800,84.375,0.312366,60.4863,0.576497
16810,68.75,0.429505,62.9179,0.568293
16820,71.875,0.481807,59.8784,0.562471
16830,78.125,0.381634,63.2219,0.564628
16840,81.25,0.354073,60.7903,0.574296
16850,68.75,0.434276,61.3982,0.5714
16860,71.875,0.439897,62.614,0.570483
16870,71.875,0.420134,62.614,0.565317
16880,75,0.438633,62.614,0.561744
16890,68.75,0.4552,62.9179,0.561663
16900,71.875,0.432567,61.3982,0.572841
16910,84.375,0.351701,62.31,0.567673
16920,50,0.538792,62.31,0.564596
16930,84.375,0.254338,62.31,0.562733
16940,81.25,0.340039,62.31,0.564053
16950,81.25,0.35762,62.9179,0.563665
16960,71.875,0.478529,61.0942,0.602161
16970,71.875,0.465607,61.0942,0.572845
16980,81.25,0.407022,61.7021,0.576899
16990,78.125,0.338044,62.31,0.565595
17000,90.625,0.245517,60.4863,0.571084
17010,78.125,0.425382,61.0942,0.566823
17020,65.625,0.426787,62.614,0.564638
17030,81.25,0.279139,62.9179,0.558595
17040,81.25,0.319857,61.3982,0.570303
17050,68.75,0.427125,62.0061,0.564392
17060,75,0.406077,63.5258,0.560061
17070,68.75,0.371525,62.9179,0.557386
17080,68.75,0.402919,62.614,0.561652
17090,87.5,0.311352,62.31,0.569025
17100,78.125,0.385827,61.0942,0.56968
17110,65.625,0.515006,61.3982,0.564673
17120,68.75,0.425412,62.31,0.57097
17130,75,0.349525,62.0061,0.564833
17140,65.625,0.486165,63.2219,0.561214
17150,87.5,0.269266,62.9179,0.563909
17160,59.375,0.478376,62.0061,0.565226
17170,81.25,0.382245,62.0061,0.565323
17180,87.5,0.288435,62.9179,0.562231
17190,75,0.434179,63.5258,0.558592
17200,71.875,0.397817,62.614,0.562349
17210,59.375,0.536403,62.9179,0.564828
17220,78.125,0.415421,63.2219,0.560059
17230,75,0.409387,63.5258,0.559061
17240,65.625,0.427009,62.9179,0.561786
17250,65.625,0.479167,62.9179,0.567018
17260,65.625,0.501211,63.2219,0.562175
17270,65.625,0.472541,62.9179,0.56577
17280,71.875,0.434014,62.614,0.561961
17290,62.5,0.508438,63.2219,0.561262
17300,71.875,0.410122,62.9179,0.563692
17310,90.625,0.25184,61.7021,0.564291
17320,65.625,0.431776,62.0061,0.566208
17330,87.5,0.304759,62.614,0.564091
17340,84.375,0.33523,62.9179,0.562574
17350,78.125,0.319027,62.9179,0.563391
17360,62.5,0.510144,63.5258,0.564314
17370,84.375,0.299301,63.2219,0.563636
17380,71.875,0.461841,61.7021,0.570827
17390,78.125,0.358946,61.0942,0.569666
17400,84.375,0.34555,61.3982,0.571191
17410,81.25,0.31398,63.8298,0.561012
17420,75,0.347684,62.31,0.564836
17430,71.875,0.407366,62.9179,0.562373
17440,87.5,0.267514,62.614,0.565271
17450,87.5,0.357463,62.614,0.563455
17460,90.625,0.222469,62.0061,0.563338
17470,75,0.395792,63.5258,0.562962
17480,71.875,0.409436,63.5258,0.5644
17490,71.875,0.396787,62.0061,0.574431
17500,68.75,0.380009,62.614,0.576075
17510,65.625,0.605693,62.9179,0.56994
17520,78.125,0.297436,62.614,0.56985
17530,71.875,0.447067,61.7021,0.572723
17540,62.5,0.519958,62.614,0.573561
17550,75,0.372183,63.2219,0.563772
17560,90.625,0.250587,63.5258,0.564161
17570,71.875,0.407971,62.9179,0.565996
17580,78.125,0.394739,62.9179,0.565905
17590,71.875,0.437335,62.614,0.566768
17600,62.5,0.429724,61.7021,0.57895
17610,81.25,0.364013,61.7021,0.573251
17620,75,0.470245,62.9179,0.56571
17630,81.25,0.319951,62.614,0.578941
17640,75,0.370129,63.5258,0.576445
17650,84.375,0.345076,62.31,0.567282
17660,78.125,0.335546,63.2219,0.575136
17670,75,0.359511,62.614,0.569877
17680,68.75,0.477037,62.31,0.564032
17690,75,0.421921,61.7021,0.565322
17700,78.125,0.345493,63.2219,0.572059
17710,84.375,0.258986,62.9179,0.567276
17720,71.875,0.363384,62.614,0.567342
17730,75,0.419217,63.2219,0.565506
17740,84.375,0.338948,62.0061,0.568722
17750,68.75,0.372031,62.9179,0.562587
17760,62.5,0.481243,62.0061,0.569568
17770,71.875,0.429365,60.7903,0.589789
17780,81.25,0.315355,63.2219,0.566017
17790,59.375,0.461542,64.1337,0.561356
17800,62.5,0.527316,61.7021,0.577575
17810,81.25,0.340914,62.614,0.564116
17820,78.125,0.395633,62.0061,0.57208
17830,78.125,0.314998,61.0942,0.574116
17840,84.375,0.297459,63.8298,0.561303
17850,84.375,0.319475,63.2219,0.566115
17860,81.25,0.365494,62.0061,0.575429
17870,75,0.389231,62.0061,0.567509
17880,68.75,0.458479,62.9179,0.572518
17890,71.875,0.385142,63.8298,0.562205
17900,71.875,0.442956,62.9179,0.566816
17910,71.875,0.493898,61.7021,0.5671
17920,68.75,0.438149,62.0061,0.568522
17930,84.375,0.320535,62.614,0.569889
17940,75,0.374382,63.8298,0.560414
17950,68.75,0.457514,61.7021,0.565391
17960,68.75,0.428175,63.2219,0.563331
17970,87.5,0.327055,63.8298,0.563985
17980,68.75,0.461871,63.8298,0.56018
17990,81.25,0.304997,64.1337,0.5611
18000,71.875,0.48216,62.614,0.562464
18010,68.75,0.484922,62.31,0.567828
18020,81.25,0.313059,63.5258,0.561772
18030,96.875,0.144815,63.8298,0.562805
18040,87.5,0.296713,62.614,0.565796
18050,75,0.467957,62.614,0.566995
18060,78.125,0.364366,63.2219,0.563826
18070,71.875,0.384868,62.9179,0.563401
18080,75,0.376955,63.2219,0.566299
18090,78.125,0.345239,61.7021,0.567169
18100,71.875,0.393163,63.2219,0.559182
18110,71.875,0.435298,64.1337,0.563921
18120,81.25,0.355026,62.614,0.568846
18130,68.75,0.400465,64.1337,0.559862
18140,75,0.463512,62.9179,0.562912
18150,78.125,0.353237,62.614,0.567847
18160,75,0.377239,63.2219,0.55781
18170,81.25,0.30317,63.5258,0.565838
18180,68.75,0.490264,63.8298,0.558006
18190,78.125,0.279288,62.9179,0.561743
18200,75,0.363786,62.614,0.572435
18210,78.125,0.34737,63.2219,0.558281
18220,81.25,0.386809,63.2219,0.558808
18230,75,0.385476,62.0061,0.5605
18240,68.75,0.430458,63.2219,0.559854
18250,84.375,0.287687,62.614,0.565332
18260,71.875,0.442861,63.2219,0.56067
18270,78.125,0.282881,63.8298,0.559306
18280,78.125,0.369112,63.2219,0.561541
18290,93.75,0.269323,64.4377,0.566792
18300,75,0.453888,62.31,0.577022
18310,84.375,0.27296,62.31,0.577294
18320,84.375,0.282991,62.9179,0.560699
18330,90.625,0.230098,62.9179,0.561476
18340,81.25,0.295725,62.9179,0.561484
18350,62.5,0.469041,63.2219,0.561191
18360,81.25,0.361656,61.7021,0.568265
18370,81.25,0.284033,63.5258,0.561383
18380,68.75,0.48398,62.0061,0.56764
18390,71.875,0.374555,64.1337,0.561841
18400,78.125,0.400549,62.9179,0.570998
18410,84.375,0.277607,63.2219,0.560201
18420,68.75,0.4351,63.8298,0.558551
18430,84.375,0.32837,63.2219,0.562327
18440,78.125,0.393518,63.5258,0.576945
18450,81.25,0.322464,63.5258,0.559411
18460,62.5,0.513252,62.614,0.566541
18470,71.875,0.432377,64.4377,0.560318
18480,65.625,0.438939,63.2219,0.564644
18490,87.5,0.29735,63.8298,0.560493
18500,75,0.351292,64.1337,0.558032
18510,71.875,0.466047,63.2219,0.570514
18520,78.125,0.377111,62.9179,0.571948
18530,81.25,0.344222,62.31,0.573659
18540,78.125,0.330952,62.9179,0.569917
18550,78.125,0.379084,63.2219,0.56154
18560,78.125,0.358749,62.31,0.566666
18570,68.75,0.508439,63.5258,0.581969
18580,87.5,0.283541,62.614,0.560345
18590,84.375,0.309731,62.9179,0.568591
18600,78.125,0.314692,63.2219,0.562091
18610,65.625,0.444887,63.5258,0.560311
18620,65.625,0.486508,63.2219,0.563412
18630,71.875,0.414416,62.614,0.568792
18640,81.25,0.358917,62.614,0.567547
18650,62.5,0.461054,64.4377,0.561581
18660,75,0.368182,64.1337,0.562065
18670,59.375,0.585551,63.8298,0.563765
18680,78.125,0.381884,62.614,0.573126
18690,87.5,0.289519,63.8298,0.566208
18700,84.375,0.34326,62.31,0.575572
18710,68.75,0.423625,63.8298,0.561267
18720,65.625,0.449894,63.2219,0.575898
18730,78.125,0.373461,63.5258,0.557932
18740,65.625,0.441569,63.8298,0.561066
18750,78.125,0.377644,63.8298,0.559965
18760,62.5,0.446692,64.7416,0.56248
18770,59.375,0.559079,64.1337,0.566937
18780,84.375,0.317188,63.8298,0.562937
18790,81.25,0.324455,63.2219,0.56247
18800,65.625,0.456197,64.7416,0.56121
18810,65.625,0.497212,62.9179,0.568363
18820,65.625,0.52142,63.8298,0.561772
18830,81.25,0.306822,62.9179,0.565197
18840,75,0.378225,63.8298,0.561402
18850,68.75,0.49672,62.9179,0.561573
18860,87.5,0.264905,62.9179,0.558184
18870,71.875,0.422455,63.8298,0.562175
18880,78.125,0.371743,64.4377,0.559751
18890,65.625,0.446323,62.614,0.57561
18900,68.75,0.389508,62.31,0.572165
18910,59.375,0.516754,63.2219,0.567759
18920,68.75,0.418212,63.8298,0.568527
18930,71.875,0.480123,63.2219,0.560986
18940,78.125,0.34686,62.0061,0.564437
18950,71.875,0.43452,62.9179,0.560733
18960,78.125,0.310916,63.8298,0.55818
18970,75,0.358702,62.614,0.569511
18980,68.75,0.394138,64.1337,0.562282
18990,81.25,0.391153,63.5258,0.560328
19000,78.125,0.348078,62.9179,0.574139
19010,78.125,0.322938,63.5258,0.558379
19020,81.25,0.266949,64.1337,0.563469
19030,68.75,0.413801,63.8298,0.559821
19040,78.125,0.37469,65.3495,0.561119
19050,78.125,0.363648,63.8298,0.558766
19060,71.875,0.385141,63.8298,0.563386
19070,59.375,0.534653,63.5258,0.562657
19080,87.5,0.287428,64.1337,0.568218
19090,68.75,0.409965,63.8298,0.557748
19100,68.75,0.35821,62.9179,0.559413
19110,81.25,0.338602,63.8298,0.562764
19120,90.625,0.249519,64.4377,0.564924
19130,78.125,0.35413,64.1337,0.56243
19140,90.625,0.273001,64.4377,0.565782
19150,87.5,0.290535,63.2219,0.568167
19160,65.625,0.370129,63.8298,0.560238
19170,75,0.368264,64.1337,0.560171
19180,78.125,0.329988,64.4377,0.555543
19190,84.375,0.287533,64.1337,0.558849
19200,81.25,0.303969,64.1337,0.556186
19210,78.125,0.384269,64.4377,0.559226
19220,62.5,0.417986,62.614,0.55705
19230,84.375,0.287397,64.1337,0.557467
19240,78.125,0.334939,62.9179,0.567512
19250,65.625,0.40607,63.5258,0.561441
19260,75,0.375308,63.5258,0.556311
19270,71.875,0.361882,62.0061,0.571122
19280,78.125,0.362096,63.2219,0.560319
19290,78.125,0.344931,61.7021,0.565282
19300,78.125,0.311249,62.31,0.582153
19310,87.5,0.269334,62.614,0.560021
19320,81.25,0.367629,64.1337,0.560578
19330,68.75,0.41888,63.5258,0.582855
19340,59.375,0.490148,64.1337,0.569096
